#,x,y
1,-0.9990000000,0.0251825662
2,-0.3626868687,0.0287006669
3,0.2736262626,0.0320770010
4,0.9099393939,0.0351777264
5,1.5462525253,0.0378807401
6,2.1825656566,0.0400864310
7,2.8188787879,0.0417261103
8,3.4551919192,0.0427669688
9,4.0915050505,0.0432129551
10,4.7278181818,0.0431016183
11,5.3641313131,0.0424975846
12,6.0004444444,0.0414838123
13,6.6367575758,0.0401520141
14,7.2730707071,0.0385936155
15,7.9093838384,0.0368923636
16,8.5456969697,0.0351192867
17,9.1820101010,0.0333302291
18,9.8183232323,0.0315657473
19,10.4546363636,0.0298528315
20,11.0909494949,0.0282077392
21,11.7272626263,0.0266392188
22,12.3635757576,0.0251515069
23,12.9998888889,0.0237466812
24,13.6362020202,0.0224261668
25,14.2725151515,0.0211914020
26,14.9088282828,0.0200438173
27,15.5451414141,0.0189843754
28,16.1814545455,0.0180129381
29,16.8177676768,0.0171276986
30,17.4540808081,0.0163248494
31,18.0903939394,0.0155985743
32,18.7267070707,0.0149413707
33,19.3630202020,0.0143446416
34,19.9993333333,0.0137994528
35,20.6356464646,0.0132973303
36,21.2719595960,0.0128309743
37,21.9082727273,0.0123947909
38,22.5445858586,0.0119851709
39,23.1808989899,0.0116004874
40,23.8172121212,0.0112408196
41,24.4535252525,0.0109074486
42,25.0898383838,0.0106021949
43,25.7261515152,0.0103266895
44,26.3624646465,0.0100816785
45,26.9987777778,0.0098664551
46,27.6350909091,0.0096785047
47,28.2714040404,0.0095134167
48,28.9077171717,0.0093650870
49,29.5440303030,0.0092261925
50,30.1803434343,0.0090888807
51,30.8166565657,0.0089455807
52,31.4529696970,0.0087898238
53,32.0892828283,0.0086169529
54,32.7255959596,0.0084246176
55,33.3619090909,0.0082129824
56,33.9982222222,0.0079846181
57,34.6345353535,0.0077441013
58,35.2708484848,0.0074973853
59,35.9071616162,0.0072510438
60,36.5434747475,0.0070115017
61,37.1797878788,0.0067843618
62,37.8161010101,0.0065739138
63,38.4524141414,0.0063828786
64,39.0887272727,0.0062123980
65,39.7250404040,0.0060622426
66,40.3613535354,0.0059311825
67,40.9976666667,0.0058174436
68,41.6339797980,0.0057191724
69,42.2702929293,0.0056348350
70,42.9066060606,0.0055634974
71,43.5429191919,0.0055049536
72,44.1792323232,0.0054596950
73,44.8155454545,0.0054287377
74,45.4518585859,0.0054133395
75,46.0881717172,0.0054146555
76,46.7244848485,0.0054333784
77,47.3607979798,0.0054694126
78,47.9971111111,0.0055216181
79,48.6334242424,0.0055876494
80,49.2697373737,0.0056638985
81,49.9060505051,0.0057455427
82,50.5423636364,0.0058266845
83,51.1786767677,0.0059005694
84,51.8149898990,0.0059598657
85,52.4513030303,0.0059969941
86,53.0876161616,0.0060044956
87,53.7239292929,0.0059754293
88,54.3602424242,0.0059037894
89,54.9965555556,0.0057849240
90,55.6328686869,0.0056159302
91,56.2691818182,0.0053959912
92,56.9054949495,0.0051266136
93,57.5418080808,0.0048117229
94,58.1781212121,0.0044575836
95,58.8144343434,0.0040725259
96,59.4507474747,0.0036664831
97,60.0870606061,0.0032503745
98,60.7233737374,0.0028353874
99,61.3596868687,0.0024322344
100,61.9960000000,0.0020504658
